Home,Hscore,Ascore,Away,date
Newcastle Utd,1,0,Manchester Utd,2023-12-02
Bournemouth,2,2,Aston Villa,2023-12-03
Liverpool,4,3,Fulham,2023-12-03
Chelsea,3,2,Brighton,2023-12-03
West Ham,1,1,Crystal Palace,2023-12-03
Manchester City,3,3,Tottenham,2023-12-03
Wolves,1,0,Burnley,2023-12-05
Luton Town,3,4,Arsenal,2023-12-05
Sheffield Utd,0,2,Liverpool,2023-12-06
Crystal Palace,0,2,Bournemouth,2023-12-06
Brighton,2,1,Brentford,2023-12-06
Fulham,5,0,Nott'ham Forest,2023-12-06
Aston Villa,1,0,Manchester City,2023-12-06
Manchester Utd,2,1,Chelsea,2023-12-06
Everton,3,0,Newcastle Utd,2023-12-07
Tottenham,1,2,West Ham,2023-12-07
Crystal Palace,1,2,Liverpool,2023-12-09
Manchester Utd,0,3,Bournemouth,2023-12-09
Wolves,1,1,Nott'ham Forest,2023-12-09
Brighton,1,1,Burnley,2023-12-09
Sheffield Utd,1,0,Brentford,2023-12-09
Aston Villa,1,0,Arsenal,2023-12-09
Everton,2,0,Chelsea,2023-12-10
Fulham,5,0,West Ham,2023-12-10
Luton Town,1,2,Manchester City,2023-12-10
Tottenham,4,1,Newcastle Utd,2023-12-10
Nott'ham Forest,0,2,Tottenham,2023-12-15
Manchester City,2,2,Crystal Palace,2023-12-16
Chelsea,2,0,Sheffield Utd,2023-12-16
Newcastle Utd,3,0,Fulham,2023-12-16
Burnley,0,2,Everton,2023-12-16
Brentford,1,2,Aston Villa,2023-12-17
West Ham,3,0,Wolves,2023-12-17
Arsenal,2,0,Brighton,2023-12-17
Liverpool,0,0,Manchester Utd,2023-12-17
Crystal Palace,1,1,Brighton,2023-12-21
Aston Villa,1,1,Sheffield Utd,2023-12-22
West Ham,2,0,Manchester Utd,2023-12-23
Luton Town,1,0,Newcastle Utd,2023-12-23
Fulham,0,2,Burnley,2023-12-23
Tottenham,2,1,Everton,2023-12-23
Nott'ham Forest,2,3,Bournemouth,2023-12-23
Liverpool,1,1,Arsenal,2023-12-23
Wolves,2,1,Chelsea,2023-12-24
Newcastle Utd,1,3,Nott'ham Forest,2023-12-26
Bournemouth,3,0,Fulham,2023-12-26
Sheffield Utd,2,3,Luton Town,2023-12-26
Burnley,0,2,Liverpool,2023-12-26
Manchester Utd,3,2,Aston Villa,2023-12-26
Chelsea,2,1,Crystal Palace,2023-12-27
Brentford,1,4,Wolves,2023-12-27
Everton,1,3,Manchester City,2023-12-27
Brighton,4,2,Tottenham,2023-12-28
Arsenal,0,2,West Ham,2023-12-28
Luton Town,2,3,Chelsea,2023-12-30
Aston Villa,3,2,Burnley,2023-12-30
Wolves,3,0,Everton,2023-12-30
Manchester City,2,0,Sheffield Utd,2023-12-30
Crystal Palace,3,1,Brentford,2023-12-30
Nott'ham Forest,2,1,Manchester Utd,2023-12-30
Tottenham,3,1,Bournemouth,2023-12-31
Fulham,2,1,Arsenal,2023-12-31
Liverpool,4,2,Newcastle Utd,2024-01-01
West Ham,0,0,Brighton,2024-01-02
Burnley,1,1,Luton Town,2024-01-12
Chelsea,1,0,Fulham,2024-01-13
Newcastle Utd,2,3,Manchester City,2024-01-13
Everton,0,0,Aston Villa,2024-01-14
Manchester Utd,2,2,Tottenham,2024-01-14
Arsenal,5,0,Crystal Palace,2024-01-20
Brentford,3,2,Nott'ham Forest,2024-01-20
Sheffield Utd,2,2,West Ham,2024-01-21
Bournemouth,0,4,Liverpool,2024-01-21
Brighton,0,0,Wolves,2024-01-22
Nott'ham Forest,1,2,Arsenal,2024-01-30
Fulham,0,0,Everton,2024-01-30
Luton Town,4,0,Brighton,2024-01-30
Crystal Palace,3,2,Sheffield Utd,2024-01-30
Aston Villa,1,3,Newcastle Utd,2024-01-30
Tottenham,3,2,Brentford,2024-01-31
Manchester City,3,1,Burnley,2024-01-31
Liverpool,4,1,Chelsea,2024-01-31
West Ham,1,1,Bournemouth,2024-02-01
Wolves,3,4,Manchester Utd,2024-02-01
Everton,2,2,Tottenham,2024-02-03
Newcastle Utd,4,4,Luton Town,2024-02-03
Brighton,4,1,Crystal Palace,2024-02-03
Burnley,2,2,Fulham,2024-02-03
Sheffield Utd,0,5,Aston Villa,2024-02-03
Bournemouth,1,1,Nott'ham Forest,2024-02-04
Manchester Utd,3,0,West Ham,2024-02-04
Chelsea,2,4,Wolves,2024-02-04
Arsenal,3,1,Liverpool,2024-02-04
Brentford,1,3,Manchester City,2024-02-05
Manchester City,2,0,Everton,2024-02-10
Luton Town,1,3,Sheffield Utd,2024-02-10
Liverpool,3,1,Burnley,2024-02-10
Wolves,0,2,Brentford,2024-02-10
Fulham,3,1,Bournemouth,2024-02-10
Tottenham,2,1,Brighton,2024-02-10
Nott'ham Forest,2,3,Newcastle Utd,2024-02-10
West Ham,0,6,Arsenal,2024-02-11
Aston Villa,1,2,Manchester Utd,2024-02-11
Crystal Palace,1,3,Chelsea,2024-02-12
Brentford,1,4,Liverpool,2024-02-17
Newcastle Utd,2,2,Bournemouth,2024-02-17
Tottenham,1,2,Wolves,2024-02-17
Burnley,0,5,Arsenal,2024-02-17
Fulham,1,2,Aston Villa,2024-02-17
Nott'ham Forest,2,0,West Ham,2024-02-17
Manchester City,1,1,Chelsea,2024-02-17
Sheffield Utd,0,5,Brighton,2024-02-18
Luton Town,1,2,Manchester Utd,2024-02-18
Everton,1,1,Crystal Palace,2024-02-19
Manchester City,1,0,Brentford,2024-02-20
Liverpool,4,1,Luton Town,2024-02-21
Manchester Utd,1,2,Fulham,2024-02-24
Crystal Palace,3,0,Burnley,2024-02-24
Brighton,1,1,Everton,2024-02-24
Aston Villa,4,2,Nott'ham Forest,2024-02-24
Bournemouth,0,1,Manchester City,2024-02-24
Arsenal,4,1,Newcastle Utd,2024-02-24
Wolves,1,0,Sheffield Utd,2024-02-25
West Ham,4,2,Brentford,2024-02-26
Fulham,3,0,Brighton,2024-03-02
Tottenham,3,1,Crystal Palace,2024-03-02
Brentford,2,2,Chelsea,2024-03-02
Newcastle Utd,3,0,Wolves,2024-03-02
Nott'ham Forest,0,1,Liverpool,2024-03-02
Everton,1,3,West Ham,2024-03-02
Luton Town,2,3,Aston Villa,2024-03-02
Burnley,0,2,Bournemouth,2024-03-03
Manchester City,3,1,Manchester Utd,2024-03-03
Sheffield Utd,0,6,Arsenal,2024-03-04
Manchester Utd,2,0,Everton,2024-03-09
Bournemouth,2,2,Sheffield Utd,2024-03-09
Wolves,2,1,Fulham,2024-03-09
Crystal Palace,1,1,Luton Town,2024-03-09
Arsenal,2,1,Brentford,2024-03-09
Aston Villa,0,4,Tottenham,2024-03-10
West Ham,2,2,Burnley,2024-03-10
Brighton,1,0,Nott'ham Forest,2024-03-10
Liverpool,1,1,Manchester City,2024-03-10
Chelsea,3,2,Newcastle Utd,2024-03-11
Bournemouth,4,3,Luton Town,2024-03-13
Luton Town,1,1,Nott'ham Forest,2024-03-16
Burnley,2,1,Brentford,2024-03-16
Fulham,3,0,Tottenham,2024-03-16
West Ham,1,1,Aston Villa,2024-03-17
Newcastle Utd,4,3,West Ham,2024-03-30
Bournemouth,2,1,Everton,2024-03-30
Tottenham,2,1,Luton Town,2024-03-30
Nott'ham Forest,1,1,Crystal Palace,2024-03-30
Sheffield Utd,3,3,Fulham,2024-03-30
Chelsea,2,2,Burnley,2024-03-30
Aston Villa,2,0,Wolves,2024-03-30
Brentford,1,1,Manchester Utd,2024-03-30
Liverpool,2,1,Brighton,2024-03-31
Manchester City,0,0,Arsenal,2024-03-31
Newcastle Utd,1,1,Everton,2024-04-02
Nott'ham Forest,3,1,Fulham,2024-04-02
Bournemouth,1,0,Crystal Palace,2024-04-02
Burnley,1,1,Wolves,2024-04-02
West Ham,1,1,Tottenham,2024-04-02
Arsenal,2,0,Luton Town,2024-04-03
Brentford,0,0,Brighton,2024-04-03
Manchester City,4,1,Aston Villa,2024-04-03
Liverpool,3,1,Sheffield Utd,2024-04-04
Chelsea,4,3,Manchester Utd,2024-04-04
Crystal Palace,2,4,Manchester City,2024-04-06
Luton Town,2,1,Bournemouth,2024-04-06
Wolves,1,2,West Ham,2024-04-06
Fulham,0,1,Newcastle Utd,2024-04-06
Everton,1,0,Burnley,2024-04-06
Aston Villa,3,3,Brentford,2024-04-06
Brighton,0,3,Arsenal,2024-04-06
Manchester Utd,2,2,Liverpool,2024-04-07
Sheffield Utd,2,2,Chelsea,2024-04-07
Tottenham,3,1,Nott'ham Forest,2024-04-07
Newcastle Utd,4,0,Tottenham,2024-04-13
Manchester City,5,1,Luton Town,2024-04-13
Nott'ham Forest,2,2,Wolves,2024-04-13
Brentford,2,0,Sheffield Utd,2024-04-13
Burnley,1,1,Brighton,2024-04-13
Bournemouth,2,2,Manchester Utd,2024-04-13
Liverpool,0,1,Crystal Palace,2024-04-14
West Ham,0,2,Fulham,2024-04-14
Arsenal,0,2,Aston Villa,2024-04-14
Chelsea,6,0,Everton,2024-04-15
Luton Town,1,5,Brentford,2024-04-20
Sheffield Utd,1,4,Burnley,2024-04-20
Wolves,0,2,Arsenal,2024-04-20
Everton,2,0,Nott'ham Forest,2024-04-21
Aston Villa,3,1,Bournemouth,2024-04-21
Crystal Palace,5,2,West Ham,2024-04-21
Fulham,1,3,Liverpool,2024-04-21
Arsenal,5,0,Chelsea,2024-04-23
Wolves,0,1,Bournemouth,2024-04-24
Manchester Utd,4,2,Sheffield Utd,2024-04-24
Everton,2,0,Liverpool,2024-04-24
Crystal Palace,2,0,Newcastle Utd,2024-04-24
Brighton,0,4,Manchester City,2024-04-25
West Ham,2,2,Liverpool,2024-04-27
Wolves,2,1,Luton Town,2024-04-27
Fulham,1,1,Crystal Palace,2024-04-27
Manchester Utd,1,1,Burnley,2024-04-27
Newcastle Utd,5,1,Sheffield Utd,2024-04-27
Everton,1,0,Brentford,2024-04-27
Aston Villa,2,2,Chelsea,2024-04-27
Tottenham,2,3,Arsenal,2024-04-28
Bournemouth,3,0,Brighton,2024-04-28
Nott'ham Forest,0,2,Manchester City,2024-04-28
Chelsea,2,0,Tottenham,2024-05-02
Luton Town,1,1,Everton,2024-05-03
Arsenal,3,0,Bournemouth,2024-05-04
Burnley,1,4,Newcastle Utd,2024-05-04
Sheffield Utd,1,3,Nott'ham Forest,2024-05-04
Brentford,0,0,Fulham,2024-05-04
Manchester City,5,1,Wolves,2024-05-04
Brighton,1,0,Aston Villa,2024-05-05
Chelsea,5,0,West Ham,2024-05-05
Liverpool,4,2,Tottenham,2024-05-05
Crystal Palace,4,0,Manchester Utd,2024-05-06
Fulham,0,4,Manchester City,2024-05-11
Wolves,1,3,Crystal Palace,2024-05-11
West Ham,3,1,Luton Town,2024-05-11
Tottenham,2,1,Burnley,2024-05-11
Everton,1,0,Sheffield Utd,2024-05-11
Newcastle Utd,1,1,Brighton,2024-05-11
Bournemouth,1,2,Brentford,2024-05-11
Nott'ham Forest,2,3,Chelsea,2024-05-11
Manchester Utd,0,1,Arsenal,2024-05-12
Aston Villa,3,3,Liverpool,2024-05-13
Tottenham,0,2,Manchester City,2024-05-14
Brighton,1,2,Chelsea,2024-05-15
Manchester Utd,3,2,Newcastle Utd,2024-05-15
Luton Town,2,4,Fulham,2024-05-19
Sheffield Utd,0,3,Tottenham,2024-05-19
Manchester City,3,1,West Ham,2024-05-19
Arsenal,2,1,Everton,2024-05-19
Brighton,0,2,Manchester Utd,2024-05-19
Brentford,2,4,Newcastle Utd,2024-05-19
Chelsea,2,1,Bournemouth,2024-05-19
Crystal Palace,5,0,Aston Villa,2024-05-19
Liverpool,2,0,Wolves,2024-05-19
Burnley,1,2,Nott'ham Forest,2024-05-19
